2.1043	P29317	0.7145648647429884
1.3625500000000001	P00533	0.6475245233574842
0.7655	P10398	0.476137103753447
0.585	Q9UHY1	0.708168810725558
0.4854	O43318	0.522251871885453
3.6439	P27361	0.985551581437329
2.8502	Q15746	0.518627709602816
2.7478499999999997	P28482	0.9926191278046266
2.5607	O75676	0.721470706490219
2.4724	O75962	0.455424759498981
2.263	P78362	0.439929795689867
2.1043	Q16513	0.446049052369598
1.7225	Q9Y4A5	0.848451505243607
1.3785	Q6P0Q8	0.569389173794629
1.33905	P23443	0.6333895775021615
1.1375	Q16539	0.983688965540876
1.1375	Q9H2G2	0.409794244240145
1.0704	Q13163	0.459577377672717
1.0	O43683	0.47055142711349
0.926	Q9H792	0.408765367065594
0.9077999999999999	O75385	0.497690596333322
0.7655	P25098	0.443952026739355
0.7655	O94804	0.43873472542597
0.7655	P51812	0.725508838893026
0.6892499999999999	P30291	0.5359407716546796
0.585	O95835	0.478617811007027
0.585	Q6P5Z2	0.401167436996239
0.585	Q14004	0.495958485307654
0.572	P36507	0.499653710829033
0.4854	P06493	0.968508447085138
0.4854	Q9BZL6	0.706689919988521
0.3785	Q9BTU6	0.576079200315216
0.263	O00418	0.4810230598852655
0.263	P41279	0.373653971229777
0.263	Q9NYV4	0.411205958589102
0.263	Q00536	0.426935782991702
0.263	Q9Y5S2	0.627989968196154
0.263	P17252	0.411594534428647
0.263	Q86UE8	0.455985176141429
0.263	Q2M2I8	0.537185950022392
5.1293	P51692	0.882817225207245
3.8679	P17544	0.847675574269581
3.7115	P62753	0.699831602072642
3.6668	Q8N573	0.633749527591435
3.6554	O94763	0.670811299957652
3.35105	Q53EL6	0.8191810616806801
3.2811000000000003	O60825	0.8233003056379595
3.2172	Q86UU0	0.671908090350611
2.9449	P50548	0.668401767506233
2.8278	P19793	0.726590903575737
2.7225	Q9H788	0.70877868233568
2.5364999999999998	Q05D32	0.6947392492972719
2.4854	P16949	0.977402124884737
2.48355	P04792	0.9348219493780701
2.3505	Q68CZ2	0.605444838287698
2.3219	Q96B36	0.820093532030906
2.2327	P16989	0.606808695043617
2.2327	P09496	0.60002070948733
2.2016	Q9BYG3	0.619804054032777
2.0638	O43765	0.63961449321286
2.0404666666666667	P23588	0.7127447441851347
1.9635	Q4G0J3	0.745847278804893
1.8875	Q96A57	0.767307849868854
1.7225	O00425	0.635865084838994
1.6781	Q9Y385	0.621107572151805
1.6781	Q9P2B4	0.656755001435742
1.6323	Q9H8Y8	0.612860610058383
1.3785	Q9H8G2	0.602815435112463
1.3219	Q9UMX1	0.765450185682854
1.3219	Q53EZ4	0.738315015067177
1.263	Q9Y478	0.77950103940241
1.2016	Q14676	0.644903415898644
1.2016	Q07352	0.932059640304118
1.2016	P49006	0.699065634463924
1.2016	Q9UK76	0.614953683089598
1.2016	Q9Y6G9	0.6777110034099794
1.2016	P53396	0.744326354300822
1.1375	Q6ZN18	0.739902351566924
1.1375	P06748	0.742433174771569
1.1375	Q99618	0.613123680314156
1.1375	Q9BUI4	0.746284119997804
1.0704	O60343	0.817669847808476
1.0704	P51397	0.69624689821961
1.0	Q14157	0.714611700496453
1.0	O75167	0.784131572421628
1.0	Q9BXB4	0.693444652218064
-1.0	Q9NYL2	0.500896145178933
-1.737	Q15746	0.477525918782432
-1.3219	P51812	0.725508838893026
-1.3219	Q16512	0.46582907532717
-1.0	Q9Y2U5	0.454556896761236
-0.7572999999999999	Q9NYV4	0.4820860281570435
-0.737	Q9BTU6	0.620411394464149
-0.5146	Q9UEW8	0.394540876717527
-0.3219	Q16513	0.80640204930601
-0.3219	Q00536	0.672080667803754
-0.3219	P78527	0.444459854187094
-0.3219	Q9P289	0.581671784439757
-0.3219	Q9H2G2	0.968627776575061
-0.3219	Q13523	0.525494468240958
-2.3219	O75167	0.767005123625495
-2.3219	O75494	0.628613166935685
-1.737	Q6VY07	0.611582236901884
-1.737	P17275	0.625962356139997
-1.3219	Q13586	0.575907387985685
-1.3219	Q9NZJ0	0.689010993476318
-1.3219	Q86X27	0.642699913930749
-1.3219	Q15459	0.644656419030903
-1.3219	Q9H1B7	0.596189028764116
-1.3219	P29590	0.906245112629403
-1.3219	Q9Y6I3	0.713287251323758
-1.3219	P53999	0.589549461363269
-1.3219	Q96II8	0.618054176278351
-1.0	P17096	0.706544127169356
-1.0	P32519	0.803506496911824
-1.0	Q9BRS8	0.594711855959445
-1.0	P42166	0.653697492897482
-1.0	P63208	0.864153537265813
-1.0	Q96B36	0.678795864637518
-1.0	O43572	0.696002985942435
-1.0	Q86UU0	0.580002348344244
-1.0	O60341	0.599480080577845
